year	sentence	category	position
1998	"You will make an excellent meal for my slavering minions, Earthwoman," gurgled Xardon The Conqueror as he slithered across the floor, propelled by his scaled tentacles, while his quivering eye stalks ogled the cowering form of his forlorn captive, "because you have a high protein content, lots of complex carbohydrates, the full B-vitamin series, and a really nice set of ta-ta's!"	Science Fiction	Runner Up
1998	Like an armadillo making love to a toaster, "The Emperor" shook violently upon its launching pad before, after one last frenzied assault, rising from a thick cloud of smoke and sailing into the atmosphere that wrapped the planet like a thick Amish quilt handstitched by loving hands while the menfolk labored in the hay fields.	Science Fiction	Dishonorable Mentions
1998	Sir Lyonnel Ondermappe (so famous for his discoveries of lost civilizations that when people cited him they had only to say, "Look, it's Ondermappe!") paddled silently up the frog-clogged tributary of the Amazon when he spied first one, then a dozen old umbrellas stuck like warnings on the bank next to picnic baskets ritually painted with isobars and, as a frightened frog nearly croaked tripping a button on one umbrella opening it into a blossom of water repellent fabric, he knew that he had found, not the 'People of the Mist', nor the 'People of the Rainforest', but the mythical 'People of the Partly Cloudy With a Forty Percent Chance of Rain-forest.	Adventure	Winner
1998	Having committed to memory the route maps leading from Alaska to L.A. and determined to avenge the more than 300 years of ridicule his people had suffered for the popularly assumed whimsy of Eskimo naming conventions, Robson Pollowow ("He who moves mountains") glanced one last time into his hastily rigged rear view mirror before releasing the hand brake on the Paw Whal Dee Glacier.	Adventure	Runner Up
1998	He knew this was it: he was going to freeze to death on the Antarctic tundra and it would take weeks to chip his body from the permafrost, and as his thoughts turned spiritual he spotted a penguin, and with the last of his energy he thought Do penguins resent nuns?	Adventure	Dishonorable Mentions
1998	While the technician finished his work, Elmodine Jaatrix reflected upon how badly the evening was going: the ionizer on her Acme 2100 E-Z Klean dishwasher had burnt out, the window-bot had developed an attitude, and the Instafashion clothing dispenser would only produce athletic supporters and Calvin Klein IX synthawool peasant blouses, and as she stared at the gibbous moon slowly rising in front of her, she pondered morosely, "If they can build cities in the rings of Saturn, why can't they make pants for repairmen that don't droop?"	Science Fiction	Winner
1998	"Uh, excuse me, but if you don't mind, I have just one more question I forgot to ask," said Columbo hesitatingly as he vainly tried to get his arm into the sleeve of his sleazy trenchcoat because he only had one eye and had a real problem with depth perception.	Crime & Detective	Runner Up
1998	In the ghastly rain driven by a mad El Nino, as Dr. Ann L. View, forensic proctologist, arrived at the crime scene in her Ford Probe, it was not initially obvious that the victim, a thirty-something, somebody, had met his [or her, she could not be certain in that damnable El Nino-driven rain] demise by impalement by a foreign object [imported, that is] that had pierced his [or her] heart after being inserted into his [or her] body in a region below and behind the stomach.	Crime & Detective	Winner
1998	Detective Squires was happy with his work, after 48 hours of intense questioning Moses had spilled the beans, the whole story, everything there was to know about the "Miracles", how he did it, when he did it and who his accomplices were, Detective Squire grabbed his phone restlessly, "Put an APB out on 'The Almighty'" he growled at the helpless patrolman on the other end of the line, as he turned back into the interrogation room and thought 'Any time you turn a prophet, that's gotta be good'.	Vile Puns	Runner Up
1998	Bound hand and foot, without an apple in her hand, Lady Elspeth could only struggle fruitlessly as Sarak's evil face loomed over her, his black eyes flashing evilly. "Now," he sneered, "the English memsahib will feel the weight of my wrath!" So saying he inserted the disk into the CD player, and as the strains of "Mountain Greenery," in the mellow tones of The Velvet Fog, rang through the Khyber Pass, Lady Elspeth knew finally that this was the dark Khan's Torme night!	Vile Puns	Winner
1998	After we made love, she clung to me ecstatically, like clean laundry fresh from the dryer when you have forgotten to throw in one of those fabric softener pads that you can pick up at Price Chopper, the supermarket that uses an ax hacking off a part of George Washington's head as a logo, for seventy-nine cents a dozen, when they're on sale.	Purple Prose	Dishonorable Mentions
1998	Her eyes were green, lichen green, the kind that grows in fish tanks if you don't clean them for several weeks, because you keep putting it off—until you're not even sure if you have live fish in there, and you don't bother anymore, that shade of lichen green.	Purple Prose	Runner Up
1998	She sighed, not just any sigh, but one of those deep, deep sighs that, emanating from the depths of your lower respiratory tract, works its way upward, then explodes out of you, pervading the surrounding area, ubiquitously drawing forth sympathetic sighs from those around you in increasing concentrations, until finally you are surrounded by such an intense miasma of wheezing and gasping that it sounds like the emphysema ward in a geriatric hospital.	Miscellaneous Dishonorable Mentions	
1998	It was a stark and balmy night, the sultry breeze occasionally interrupted by the hot wind known as the Santa Ana sweeping across the desert floor (for it is in Palm Springs that our story is set), whipping violently past the cholla, the ocotillo, and the Joshua tree, moving inexorably westward where it would push the low-lying smog of the San Gabriel and San Fernando Valleys toward the ocean to hang like a brown, toxic, gaseous imitation of The Shroud of Turin above the beach at Santa Monica.	Purple Prose	Winner
1998	If Jenkins had taken the 6:15 train home from the Butlers' Convention as he claimed, then he could not have murdered Lord Albert at 6:41; however, if Jenkins had gotten off the train at Ashford-on-the-Heath, taken a speedboat down the river, and caught a hang glider off Dead Man's Bluff, then he could have strangled Lord Albert with the garter belt and escaped on his skateboard, showing up after the train arrived at 7:12, the inspector surmised.	Crime & Detective	Dishonorable Mentions
1998	There are a million torn scarves in the naked city, and this was one of them, lying by the radiant body of Cloreta Plakstreak, two-bit movie starlet whose body, ruptured by multiple nail gun wounds, was soft as Detective Clayborn ran his sweaty hand up and down it until the Chief came, and he had to stop.	Crime & Detective	Dishonorable Mentions
